2.618719	-2.801089
2.662407	-3.052628
3.227652	-2.131437
3.327305	-1.940240
3.224502	-2.935216
3.035028	-2.906161
4.021775	-2.911059
3.669172	-2.691277
2.940236	-2.526550
3.398009	-3.235834
2.826846	-2.751709
3.392038	-3.003767
4.226190	-2.145361
3.136720	-2.458094
2.647638	-3.270505
3.074613	-2.506441
3.339714	-3.194540
3.419940	-2.028182
3.044605	-2.578246
3.963769	-2.447793
3.516485	-1.952623
4.020825	-3.240225
2.991054	-2.610048
3.714441	-2.571197
3.156821	-2.619205
2.918815	-2.478921
2.754249	-2.786911
3.093219	-2.510843
3.427762	-2.602225
2.426065	-1.643670
3.358796	-2.763825
3.557302	-3.457629
2.988434	-2.484839
-4.218480	-4.291196
-3.584974	-3.967927
-3.020278	-3.465397
-3.939063	-3.204784
-3.153710	-3.568163
-3.263329	-4.189699
-3.590224	-3.886916
-3.487847	-4.021082
-3.991040	-2.655771
-4.183773	-3.660920
-3.599117	-4.444483
-4.210484	-3.443231
-3.891991	-4.381975
-3.750730	-4.207528
-4.131325	-3.418612
-3.338425	-3.439677
-3.004827	-4.218939
-3.863272	-2.692859
-3.670968	-3.811544
-3.320607	-3.482598
-4.095820	-3.585292
-4.298002	-2.936544
-4.489188	-3.163164
-4.297829	-3.523775
-4.069057	-4.108175
-3.462230	-3.854496
-4.081386	-3.629028
-3.499338	-3.569370
-4.078983	-4.039926
-3.564985	-3.149846
-3.851557	-4.111723
-3.903609	-4.094556
-3.839013	-3.617136
-3.359806	-4.077630
-4.048506	-4.111965
-4.080493	-3.515060
-3.879718	-3.400258
-3.662300	-3.804798
-3.818070	-3.499320
-3.864356	-3.841803
-4.300562	-3.578433
-3.576949	-3.192132
-3.872647	-3.205546
-4.515266	-3.724791
-3.779665	-3.560290
-3.972174	-3.572634
-2.957649	-4.272851
-4.465070	-4.330851
-3.896906	-3.643444
-4.523226	-4.069715
3.256758	4.957230
2.244453	4.993481
2.839039	3.959731
2.902332	4.557081
3.528874	4.094170
2.974445	4.323222
3.099802	4.713033
2.653122	4.800585
2.691376	3.642314
2.923698	4.691503
2.753590	4.630440
2.882709	5.307651
2.833566	4.942685
2.816170	4.496589
2.476868	4.769794
3.196315	5.284727
2.715254	4.243042
3.486263	4.575147
2.305482	3.988050
3.588896	4.101570
2.963925	4.886632
2.679879	4.760158
2.243038	5.238603
2.608394	4.303986
3.465252	5.205233
3.252066	4.444677
2.262507	4.560344
3.213566	4.490838
2.594664	4.549696
2.708934	4.372134
2.450948	4.934884
2.663508	4.100030
2.795316	4.878180
2.594536	4.457549
2.878495	4.363645
2.098473	4.212534
2.592845	4.864917
2.780395	4.000903
2.429074	5.010237
2.834658	5.303934
3.088616	5.023358
2.898289	4.774709
2.489971	4.270535
2.343222	4.804046
3.004089	5.068139
2.852270	5.251292
2.582667	4.584839
3.470731	4.622101
2.379596	5.146773
2.922688	5.092677
0.292415	3.502716
0.544972	3.834606
0.064566	4.182357
0.765463	4.194309
0.397842	3.070281
-0.040182	3.821466
-0.043049	3.141617
1.110687	3.297682
0.869733	4.150226
0.569305	3.908413
1.750258	4.545391
0.404620	3.955727
0.832425	4.021882
-0.089765	3.933430
0.116161	4.499878
0.728835	3.331069
0.472343	3.425523
1.469132	3.477263
1.359074	3.892993
1.221798	3.872796
0.315476	4.246680
0.667117	4.110157
0.280833	4.151286
0.281456	4.001439
0.684252	3.281559
1.146755	3.426618
0.215429	3.835184
0.158979	3.450220
0.712973	4.547626
0.962595	4.539203
0.609707	3.309021
0.377962	4.285851
0.289488	3.682723
0.629238	4.925777
0.751747	4.213342
1.170133	3.891727
0.512241	4.803171
0.721412	3.395085
0.274177	3.897881
1.525903	4.489121
0.508545	3.847205
0.937743	3.982413
1.020976	3.859236
1.218671	4.099711
0.127973	3.921947
0.356986	3.732356
0.717616	4.062820
0.518984	3.829017
0.140016	3.243727
0.508130	4.326648
